Player,Nation,Pos,Squad,Age,Born,90s,Tkl_attempted,TklW,Tkl_Def,Tkl_Mid,Tkl_Att,Drib_Tkl,Drib_chal,Drib_Tkl%,Chal_Lost,Blocks,Shots_blocked,Pass_blocked,Interceptions,Tkl+Int,Clr,Err_shot,Matches
Andrew Rick,us USA,GK,Philadelphia Union,19-095,2006,2.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,Matches
Jamar Ricketts,us USA,"DF,MF",SJ Earthquakes,23-193,2001,4.4,11,6,2,9,0,4,9,44.4,5,6,1,5,9,20,14,0,Matches
Kalani Rienzi,us USA,"MF,DF",Seattle Sounders,22-312,2002,4.6,15,10,7,3,5,10,17,58.8,7,4,1,3,9,24,9,0,Matches
Rocco Ríos Novo,ar ARG,GK,Inter Miami,22-335,2002,1.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Birk Risa,no NOR,"DF,MF",NYCFC,27-081,1998,5.1,6,3,4,2,0,5,8,62.5,3,8,8,0,6,12,30,0,Matches
Reid Roberts,us USA,DF,SJ Earthquakes,21-147,2003,1.1,5,3,2,3,0,2,2,100.0,0,0,0,0,1,6,5,0,Matches
Miles Robinson,us USA,DF,FC Cincinnati,28-052,1997,8.2,16,11,9,6,1,9,11,81.8,2,14,10,4,15,31,61,0,Matches
Stian Rode Gregersen,no NOR,DF,Atlanta Utd,29-353,1995,6.8,13,10,5,8,0,4,7,57.1,3,6,4,2,10,23,27,0,Matches
Rodrigues,br BRA,DF,SJ Earthquakes,27-207,1997,7.5,27,18,15,8,4,18,27,66.7,9,16,7,9,21,48,28,0,Matches
Jonathan Rodríguez,uy URU,FW,Portland Timbers,31-303,1993,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Memo Rodriguez,us USA,MF,Sporting KC,29-129,1995,3.0,10,7,4,4,2,6,12,50.0,6,0,0,0,0,10,1,0,Matches
Nicolás Rodríguez,co COL,"DF,FW",Orlando City,21-010,2004,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Sam Rogers,us USA,DF,Chicago Fire,25-353,1999,7.0,5,4,4,1,0,2,6,33.3,4,10,6,4,13,18,34,1,Matches
Alex Roldan,sv SLV,"MF,DF",Seattle Sounders,28-281,1996,6.1,13,13,5,5,3,5,10,50.0,5,11,2,9,11,24,20,2,Matches
Cristian Roldan,us USA,"MF,FW",Seattle Sounders,29-336,1995,10.1,24,11,8,12,4,15,26,57.7,11,12,1,11,11,35,14,0,Matches
Nicolás Romero,ar ARG,DF,Minnesota Utd,21-158,2003,6.8,6,2,6,0,0,4,7,57.1,3,9,5,4,10,16,45,1,Matches
David Romney,us USA,DF,SJ Earthquakes,31-327,1993,11.0,7,2,3,4,0,5,7,71.4,2,18,10,8,8,15,70,1,Matches
Connor Ronan,ie IRL,"MF,FW",Colorado Rapids,27-060,1998,1.2,3,1,2,1,0,2,4,50.0,2,3,3,0,1,4,3,0,Matches
Anderson Rosa,br BRA,DF,Colorado Rapids,23-173,2001,0.3,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Joseph Rosales,hn HON,DF,Minnesota Utd,24-180,2000,5.9,21,12,14,5,2,11,19,57.9,8,6,0,6,7,28,14,0,Matches
Keegan Rosenberry,us USA,DF,Colorado Rapids,31-145,1993,7.4,5,3,4,1,0,4,9,44.4,5,18,10,8,14,19,32,0,Matches
Daniel Rosero,co COL,DF,Sporting KC,31-211,1993,1.8,5,2,4,1,0,3,4,75.0,1,1,1,0,6,11,8,0,Matches
Diego Rossi,uy URU,"FW,MF",Columbus Crew,27-061,1998,10.8,3,1,0,1,2,2,6,33.3,4,10,0,10,3,6,4,0,Matches
Sigurd Rosted,no NOR,DF,Toronto FC,30-287,1994,8.0,12,6,7,4,1,7,10,70.0,3,11,9,2,14,26,46,0,Matches
Paul Rothrock,us USA,"MF,FW",Seattle Sounders,26-116,1999,9.2,8,5,2,4,2,4,14,28.6,10,9,0,9,6,14,8,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Kye Rowles,au AUS,DF,D.C. United,26-315,1998,9.0,11,8,5,4,2,8,13,61.5,5,6,4,2,16,27,60,0,Matches
Diego Rubio,cl CHI,"FW,MF",Austin,31-355,1993,1.6,4,2,4,0,0,0,4,0.0,4,1,0,1,1,5,2,0,Matches
Pablo Ruíz,ar ARG,MF,Real Salt Lake,26-136,1998,2.1,3,2,1,2,0,0,5,0.0,5,3,0,3,2,5,0,0,Matches
David Ruíz-Ochoa,hn HON,"MF,FW",Inter Miami,21-086,2004,0.8,3,1,2,1,0,2,3,66.7,1,0,0,0,1,4,0,0,Matches
Albert Rusnák,sk SVK,"FW,MF",Seattle Sounders,30-302,1994,7.8,3,1,0,1,2,2,2,100.0,0,1,0,1,0,3,2,0,Matches
Jacen Russell-Rowe,ca CAN,FW,Columbus Crew,22-234,2002,9.5,6,1,1,4,1,3,5,60.0,2,4,1,3,0,6,5,0,Matches
Cesar Ruvalcaba,us USA,DF,Columbus Crew,23-296,2001,1.6,3,2,3,0,0,1,2,50.0,1,6,1,5,1,4,4,0,Matches
Emmanuel Sabbi,us USA,FW,Vancouver W'caps,27-132,1997,4.0,10,8,2,6,2,3,7,42.9,4,2,0,2,2,12,7,0,Matches
Besard Sabovic,se SWE,MF,Austin,27-120,1998,7.3,16,8,7,8,1,10,13,76.9,3,9,0,9,7,23,14,0,Matches
Anisse Saidi,tn TUN,MF,San Diego FC,16-319,2008,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Adam Saldaña,us USA,MF,LAFC,23-087,2002,2.0,5,4,3,2,0,4,5,80.0,1,4,1,3,1,6,3,1,Matches
Nathan-Dylan Saliba,ca CAN,MF,CF Montréal,20-249,2004,9.3,25,16,4,18,3,13,20,65.0,7,9,1,8,7,32,10,1,Matches
Dániel Sallói,hu HUN,"FW,MF",Sporting KC,28-290,1996,7.6,6,3,4,0,2,2,6,33.3,4,6,0,6,5,11,5,0,Matches
Lucas Sanabria,uy URU,"MF,FW",LA Galaxy,21-130,2003,2.5,6,4,3,1,2,5,7,71.4,2,3,0,3,4,10,4,0,Matches
Ilie Sánchez,es ESP,MF,Austin,34-165,1990,6.5,13,8,6,5,2,4,10,40.0,6,6,2,4,8,21,9,0,Matches
William Sands,us USA,DF,NE Revolution,24-303,2000,3.2,6,4,2,4,0,3,4,75.0,1,3,3,0,5,11,16,0,Matches
Edvard Sandvik Tagseth,no NOR,MF,Nashville SC,24-102,2001,10.1,27,15,10,16,1,12,24,50.0,12,14,0,14,12,39,18,0,Matches
Jeong Sangbin,kr KOR,"FW,MF",Minnesota Utd,23-034,2002,2.0,2,1,0,1,1,1,4,25.0,3,1,0,1,0,2,2,0,Matches
Sergio Santos Gomes,br BRA,"FW,MF",FC Cincinnati,30-243,1994,3.8,12,7,1,9,2,5,10,50.0,5,3,1,2,0,12,3,0,Matches
Rafael Santos,br BRA,DF,Orlando City,27-089,1998,5.4,15,8,11,1,3,7,10,70.0,3,4,1,3,6,21,17,0,Matches
Nick Scardina,us USA,DF,Charlotte,23-317,2001,2.3,4,3,3,1,0,3,7,42.9,4,0,0,0,1,5,6,0,Matches
Rodrigo Schlegel,ar ARG,DF,Orlando City,28-032,1997,9.5,10,5,7,3,0,4,11,36.4,7,11,5,6,6,16,72,1,Matches
David Schnegg,at AUT,"DF,MF",D.C. United,26-218,1998,10.8,33,25,12,9,12,23,35,65.7,12,18,3,15,14,47,41,0,Matches
Patrick Schulte,us USA,GK,Columbus Crew,24-053,2001,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,3,Matches
Tarik Scott,us USA,"DF,FW",FC Dallas,20-012,2005,0.2,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Dante Sealy,us USA,"FW,DF",CF Montréal,22-018,2003,7.8,13,10,5,6,2,6,11,54.5,5,8,0,8,4,17,7,0,Matches
Gabe Segal,us USA,"FW,MF",Houston Dynamo,23-353,2001,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Telasco Segovia,ve VEN,"MF,FW",Inter Miami,22-033,2003,5.2,10,6,3,5,2,5,11,45.5,6,4,1,3,2,12,0,1,Matches
Eddie Segura,co COL,DF,LAFC,28-092,1997,6.4,6,2,3,3,0,4,7,57.1,3,14,6,8,9,15,23,0,Matches
Amar Sejdic,us USA,"MF,FW",Columbus Crew,28-157,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Brandon Servania,us USA,MF,D.C. United,26-054,1999,5.9,17,10,6,8,3,6,10,60.0,4,6,1,5,4,21,4,1,Matches
Jacob Shaffelburg,ca CAN,"FW,MF",Nashville SC,25-160,1999,2.9,7,4,1,3,3,1,5,20.0,4,8,1,7,1,8,3,0,Matches
Charles Sharp,us USA,FW,Toronto FC,23-316,2001,1.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
Samuel Shashoua,eng ENG,"MF,FW",Minnesota Utd,25-357,1999,1.2,2,1,1,1,0,1,3,33.3,2,2,0,2,2,4,0,0,Matches
Khiry Shelton,us USA,DF,Sporting KC,31-313,1993,4.4,3,1,2,1,0,1,5,20.0,4,3,0,3,11,14,7,0,Matches
Jonathan Shore,us USA,MF,NYCFC,18-022,2007,7.7,31,16,11,16,4,16,29,55.2,13,6,2,4,7,38,10,1,Matches
Show,ao ANG,MF,FC Dallas,26-060,1999,2.2,2,2,0,1,1,1,1,100.0,0,2,0,2,1,3,0,0,Matches
Xande Silva,pt POR,FW,Atlanta Utd,28-050,1997,2.5,5,2,4,1,0,2,4,50.0,2,1,0,1,2,7,3,1,Matches
Xande Silva,pt POR,DF,St. Louis,28-050,1997,0.2,2,1,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0,Matches
Jonathan Sirois,ca CAN,GK,CF Montréal,23-312,2001,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,4,Matches
Jack Skahan,us USA,MF,SJ Earthquakes,27-087,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Bartosz Slisz,pl POL,MF,Atlanta Utd,26-037,1999,8.2,20,11,10,8,2,7,8,87.5,1,13,3,10,13,33,21,1,Matches
Tyger Smalls,,"FW,MF",Charlotte,,,0.6,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,3,0,Matches
Alec Smir,us USA,GK,Minnesota Utd,26-022,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Brad Smith,au AUS,"DF,MF",FC Cincinnati,31-026,1994,1.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Ian Smith,us USA,DF,Portland Timbers,22-293,2002,3.3,6,3,4,1,1,2,4,50.0,2,6,2,4,3,9,12,0,Matches
Kyle Smith,us USA,"DF,MF",Orlando City,33-116,1992,4.5,10,8,8,2,0,6,10,60.0,4,7,0,7,2,12,14,0,Matches
Artem Smoliakov,ua UKR,"DF,MF",LAFC,21-341,2003,2.9,0,0,0,0,0,0,0,,0,5,2,3,2,2,11,0,Matches
Mohammed Sofo,gh GHA,FW,NY Red Bulls,20-186,2004,2.6,9,6,4,2,3,2,4,50.0,2,5,0,5,1,10,0,0,Matches
Tyrese Spicer,tt TRI,"FW,MF",Toronto FC,24-152,2000,3.5,6,2,1,3,2,2,4,50.0,2,4,0,4,3,9,4,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Dayne St. Clair,ca CAN,GK,Minnesota Utd,27-361,1997,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Lazar Stefanovic,ca CAN,"DF,MF",Toronto FC,18-268,2006,1.2,5,2,2,3,0,3,3,100.0,0,0,0,0,2,7,5,0,Matches
Zack Steffen,us USA,GK,Colorado Rapids,30-033,1995,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
Daniel Steres,us USA,DF,Houston Dynamo,34-175,1990,3.4,5,1,3,2,0,3,6,50.0,3,4,2,2,4,9,17,2,Matches
Kimani Stewart-Baynes,ca CAN,"MF,FW",Colorado Rapids,20-108,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Jared Stroud,us USA,"FW,MF",D.C. United,28-299,1996,7.2,12,9,10,2,0,3,11,27.3,8,8,1,7,1,13,3,0,Matches
Peter Stroud,us USA,MF,NY Red Bulls,23-012,2002,7.9,25,19,6,16,3,11,25,44.0,14,9,1,8,14,39,13,0,Matches
Brad Stuver,us USA,GK,Austin,34-019,1991,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2,Matches
Luis Suárez,uy URU,FW,Inter Miami,38-101,1987,7.3,10,7,5,4,1,5,5,100.0,0,3,0,3,0,10,4,0,Matches
Magomed-Shapi Suleymanov,ru RUS,"FW,MF",Sporting KC,25-140,1999,8.4,13,5,6,4,3,6,8,75.0,2,3,0,3,5,18,5,0,Matches
Cavan Sullivan,us USA,"MF,FW",Philadelphia Union,15-219,2009,0.5,2,0,0,2,0,1,5,20.0,4,2,0,2,0,2,0,0,Matches
Quinn Sullivan,us USA,MF,Philadelphia Union,21-039,2004,10.3,21,16,5,13,3,9,17,52.9,8,14,0,14,2,23,10,0,Matches
Finn Surman,nz NZL,DF,Portland Timbers,21-224,2003,10.7,8,6,6,1,1,5,8,62.5,3,15,9,6,6,14,90,1,Matches
Sam Surridge,eng ENG,FW,Nashville SC,26-281,1998,10.7,11,5,3,5,3,5,7,71.4,2,10,0,10,4,15,8,0,Matches
Oleksandr Svatok,ua UKR,DF,Austin,30-220,1994,7.7,12,3,9,2,1,3,4,75.0,1,5,3,2,9,21,52,0,Matches
Erik Sviatchenko,dk DEN,DF,Houston Dynamo,33-213,1991,5.5,9,3,8,1,0,5,6,83.3,1,7,6,1,7,16,30,1,Matches
Hennadii Synchuk,ua UKR,FW,CF Montréal,18-299,2006,1.3,5,2,2,1,2,2,4,50.0,2,2,0,2,0,5,0,0,Matches
Nkosi Tafari,us USA,DF,LAFC,28-043,1997,4.9,12,5,9,2,1,6,9,66.7,3,7,7,0,5,17,29,0,Matches
Zakaria Taifi,us USA,DF,Orlando City,19-216,2005,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
Yohei Takaoka,jp JPN,GK,Vancouver W'caps,29-050,1996,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,Matches
Strahinja Tanasijević,rs SRB,DF,NYCFC,27-327,1997,2.2,1,0,1,0,0,1,1,100.0,0,1,0,1,2,3,14,0,Matches
Andrew Tarbell,us USA,GK,Houston Dynamo,31-210,1993,3.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Iuri Tavares,cv CPV,"FW,MF",Charlotte,24-058,2001,0.3,1,0,0,0,1,0,0,,0,2,0,2,1,2,0,0,Matches
D.J. Taylor,us USA,DF,Minnesota Utd,27-252,1997,0.7,1,1,1,0,0,1,2,50.0,1,1,0,1,1,2,3,0,Matches
Robert Taylor,fi FIN,FW,Austin,30-196,1994,0.3,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Robert Taylor,fi FIN,"MF,FW",Inter Miami,30-196,1994,2.2,5,2,3,2,0,3,4,75.0,1,1,0,1,1,6,0,0,Matches
Carlos Terán,co COL,DF,Chicago Fire,24-223,2000,3.3,6,3,4,2,0,2,7,28.6,5,2,1,1,8,14,15,1,Matches
Cedric Teuchert,de GER,"FW,MF",St. Louis,28-111,1997,5.9,2,2,0,1,1,1,3,33.3,2,5,0,5,0,2,4,0,Matches
Odin Thiago Holm,no NOR,"MF,FW",LAFC,22-107,2003,1.1,6,4,3,1,2,3,3,100.0,0,3,1,2,2,8,2,0,Matches
Jamal Thiaré,sn SEN,"FW,DF",Atlanta Utd,32-035,1993,1.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Andrew Thomas,ru RUS,GK,Seattle Sounders,26-246,1998,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
Erik Thommy,de GER,"FW,MF",Sporting KC,30-258,1994,5.6,9,5,1,5,3,2,8,25.0,6,12,1,11,2,11,5,0,Matches
Kosi Thompson,ca CAN,DF,Toronto FC,22-098,2003,7.8,24,9,14,8,2,14,24,58.3,10,11,4,7,6,30,25,1,Matches
Timmy Tillman,de GER,MF,LAFC,26-121,1999,8.3,14,12,5,5,4,8,14,57.1,6,16,1,15,8,22,8,1,Matches
Cayman Togashi,jp JPN,"MF,FW",Atlanta Utd,31-268,1993,0.7,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
Nouhou Tolo,cm CMR,DF,Seattle Sounders,27-316,1997,8.7,11,8,7,3,1,7,11,63.6,4,8,8,0,5,16,28,1,Matches
Tomas Totland,no NOR,DF,St. Louis,26-219,1998,3.7,3,3,1,2,0,1,3,33.3,2,9,1,8,5,8,7,0,Matches
Mason Toye,us USA,FW,Sporting KC,26-201,1998,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
Wil Trapp,us USA,MF,Minnesota Utd,32-110,1993,9.7,22,14,14,5,3,11,24,45.8,13,6,2,4,18,40,21,1,Matches
Jackson Travis,us USA,DF,Colorado Rapids,21-071,2004,1.5,4,3,3,1,0,1,4,25.0,3,2,0,2,2,6,3,0,Matches
Niko Tsakiris,us USA,MF,SJ Earthquakes,19-320,2005,2.7,4,3,1,3,0,0,1,0.0,1,2,0,2,0,4,1,0,Matches
Garrison Tubbs,us USA,DF,D.C. United,23-077,2002,0.5,1,0,1,0,0,0,0,,0,1,1,0,2,3,3,0,Matches
Jeppe Tverskov,dk DEN,MF,San Diego FC,32-054,1993,10.8,27,19,12,12,3,13,23,56.5,10,11,3,8,27,54,20,2,Matches
Mikael Uhre,dk DEN,FW,Philadelphia Union,30-217,1994,6.8,8,7,3,1,4,2,6,33.3,4,4,0,4,0,8,3,0,Matches
Cengiz Ünder,tr TUR,FW,LAFC,27-295,1997,3.4,0,0,0,0,0,0,0,,0,0,0,0,3,3,1,0,Matches
Osaze Urhoghide,nl NED,DF,FC Dallas,24-305,2000,11.0,19,15,14,4,1,7,14,50.0,7,14,9,5,10,29,71,0,Matches
Maximiliano Urruti,ar ARG,FW,NE Revolution,34-072,1991,4.0,5,4,1,2,2,1,8,12.5,7,1,0,1,3,8,2,0,Matches
Júnior Urso,br BRA,MF,Houston Dynamo,36-056,1989,2.2,6,4,3,2,1,3,4,75.0,1,3,1,2,2,8,4,0,Matches
Óscar Ustari,ar ARG,GK,Inter Miami,38-306,1986,6.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
Myrto Uzuni,al ALB,FW,Austin,29-339,1995,7.8,5,2,3,1,1,4,9,44.4,5,4,1,3,4,9,7,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Onni Valakari,fi FIN,"FW,MF",San Diego FC,25-260,1999,7.3,10,3,3,4,3,3,10,30.0,7,7,2,5,2,12,6,0,Matches
Omar Valencia,pa PAN,DF,NY Red Bulls,20-331,2004,7.1,16,11,8,6,2,6,11,54.5,5,12,1,11,10,26,13,0,Matches
Gerardo Valenzuela,us USA,MF,FC Cincinnati,20-219,2004,1.5,1,1,1,0,0,0,0,,0,3,0,3,0,1,1,1,Matches
Kerwin Vargas,co COL,"FW,MF",Charlotte,23-123,2002,4.5,5,3,2,1,2,3,9,33.3,6,10,2,8,2,7,6,0,Matches
Obed Vargas,mx MEX,MF,Seattle Sounders,19-273,2005,8.8,22,15,7,9,6,11,17,64.7,6,7,0,7,16,38,9,2,Matches
Indiana Vassilev,us USA,MF,Philadelphia Union,24-078,2001,6.1,6,4,3,3,0,4,8,50.0,4,4,0,4,4,10,3,0,Matches
Brandon Vazquez,us USA,FW,Austin,26-203,1998,9.7,8,4,3,2,3,4,11,36.4,7,12,3,9,9,17,17,0,Matches
Brayan Vera,co COL,DF,Real Salt Lake,26-110,1999,6.7,10,9,5,5,0,4,6,66.7,2,9,5,4,9,19,28,1,Matches
Oscar Verhoeven,us USA,DF,San Diego FC,18-339,2006,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Oscar Verhoeven,us USA,MF,SJ Earthquakes,18-339,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Ranko Veselinović,rs SRB,DF,Vancouver W'caps,26-042,1999,10.0,9,4,5,3,1,2,3,66.7,1,4,4,0,8,17,47,0,Matches
Jules-Anthony Vilsaint,ca CAN,"FW,MF",CF Montréal,22-119,2003,1.3,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
Sam Vines,us USA,DF,Colorado Rapids,25-339,1999,2.4,1,0,1,0,0,1,3,33.3,2,4,2,2,4,5,3,0,Matches
Pedro Vite,ec ECU,"MF,FW",Vancouver W'caps,23-057,2002,8.1,10,6,3,4,3,7,12,58.3,5,8,1,7,5,15,3,0,Matches
Robert Voloder,ba BIH,DF,Sporting KC,23-361,2001,6.5,7,6,6,1,0,2,6,33.3,4,4,2,2,12,19,37,0,Matches
Giacomo Vrioni,al ALB,"FW,MF",CF Montréal,26-202,1998,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Kai Wagner,de GER,DF,Philadelphia Union,28-079,1997,8.9,28,23,12,11,5,12,28,42.9,16,18,1,17,12,40,37,2,Matches
Conrad Wallem,no NOR,"DF,MF",St. Louis,24-330,2000,9.2,11,6,6,3,2,4,11,36.4,7,13,5,8,8,19,22,0,Matches
Joel Waterman,ca CAN,DF,CF Montréal,29-101,1996,8.4,7,4,5,1,1,2,8,25.0,6,11,5,6,12,19,39,0,Matches
Akil Watts,us USA,"MF,DF",St. Louis,25-090,2000,8.8,13,8,8,3,2,6,14,42.9,8,13,3,10,11,24,16,0,Matches
Marcelo Weigandt,ar ARG,DF,Inter Miami,25-114,2000,2.5,6,1,2,3,1,2,4,50.0,2,2,0,2,1,7,5,0,Matches
Francis Westfield,us USA,DF,Philadelphia Union,19-147,2005,8.7,16,11,6,7,3,10,14,71.4,4,12,6,6,2,18,37,0,Matches
Ashley Westwood,eng ENG,MF,Charlotte,35-034,1990,11.0,12,7,6,5,1,9,13,69.2,4,10,6,4,11,23,13,0,Matches
Brian White,us USA,FW,Vancouver W'caps,29-091,1996,7.9,2,1,0,1,1,1,3,33.3,2,8,1,7,2,4,14,0,Matches
Adrian Wibowo,us USA,FW,LAFC,19-108,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Derrick Williams,ie IRL,DF,Atlanta Utd,32-108,1993,6.1,7,4,6,1,0,2,4,50.0,2,6,1,5,4,11,29,1,Matches
Samuel Williams,us USA,MF,Chicago Fire,20-048,2005,2.6,3,1,1,2,0,2,3,66.7,1,4,0,4,2,5,2,0,Matches
Thomas Williams,us USA,DF,Orlando City,20-263,2004,0.1,1,0,1,0,0,0,0,,0,0,0,0,1,2,3,0,Matches
Eryk Williamson,us USA,"MF,FW",Charlotte,27-328,1997,2.1,2,2,0,1,1,0,1,0.0,1,1,0,1,2,4,2,0,Matches
Joe Willis,us USA,GK,Nashville SC,36-268,1988,11.0,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,4,0,Matches
Bruno Wilson,pt POR,DF,SJ Earthquakes,28-129,1996,8.0,9,4,7,1,1,4,5,80.0,1,9,4,5,18,27,56,1,Matches
Henry Wingo,us USA,DF,Toronto FC,29-213,1995,2.5,3,3,0,3,0,2,3,66.7,1,1,0,1,2,5,10,1,Matches
Hannes Wolf,at AUT,FW,NYCFC,26-019,1999,10.4,20,14,4,12,4,10,25,40.0,15,13,1,12,9,29,10,0,Matches
Owen Wolff,us USA,"MF,FW",Austin,20-126,2004,10.0,15,9,6,7,2,6,15,40.0,9,17,0,17,7,22,10,1,Matches
Tyler Wolff,us USA,"FW,MF",Real Salt Lake,22-081,2003,2.3,6,2,3,1,2,3,3,100.0,0,4,1,3,3,9,4,0,Matches
Elijah Wynder,us USA,MF,LA Galaxy,22-056,2003,2.5,4,3,3,0,1,3,5,60.0,2,5,1,4,1,5,4,0,Matches
Miki Yamane,jp JPN,DF,LA Galaxy,31-134,1993,7.3,19,13,7,9,3,8,17,47.1,9,9,0,9,11,30,27,1,Matches
Dominik Yankov,bg BUL,MF,CF Montréal,24-281,2000,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Darren Yapi,us USA,FW,Colorado Rapids,20-167,2004,3.6,5,4,0,3,2,0,1,0.0,1,4,1,3,2,7,2,0,Matches
Joshua Yaro,gh GHA,DF,St. Louis,30-168,1994,7.1,8,4,5,3,0,6,7,85.7,1,12,6,6,9,17,37,1,Matches
Patrick Yazbek,au AUS,MF,Nashville SC,23-030,2002,6.3,6,3,1,3,2,4,13,30.8,9,9,5,4,8,14,7,0,Matches
Kelvin Yeboah,it ITA,FW,Minnesota Utd,24-364,2000,8.6,8,8,1,2,5,2,4,50.0,2,9,0,9,2,10,3,0,Matches
Yaw Yeboah,gh GHA,"MF,FW",LAFC,28-038,1997,3.2,4,2,3,1,0,2,5,40.0,3,4,0,4,2,6,2,0,Matches
DeAndre Yedlin,us USA,DF,FC Cincinnati,31-300,1993,9.8,14,7,6,5,3,6,14,42.9,8,10,1,9,3,17,24,1,Matches
Maya Yoshida,jp JPN,DF,LA Galaxy,36-254,1988,7.0,2,2,0,2,0,0,3,0.0,3,7,5,2,6,8,36,0,Matches
Jackson Yueill,us USA,MF,NE Revolution,28-047,1997,4.2,2,0,0,2,0,1,3,33.3,2,4,0,4,4,6,6,0,Matches
Alhassan Yusuf,ng NGA,MF,NE Revolution,24-291,2000,9.9,20,13,7,11,2,7,19,36.8,12,15,0,15,12,32,22,0,Matches
Wilfried Zaha,ci CIV,"FW,MF",Charlotte,32-176,1992,9.0,11,8,2,6,3,4,14,28.6,10,9,0,9,3,14,4,1,Matches
Eriq Zavaleta,sv SLV,DF,LA Galaxy,32-276,1992,1.4,1,1,1,0,0,1,2,50.0,1,2,2,0,2,3,3,0,Matches
Sean Zawadzki,us USA,"DF,MF",Columbus Crew,25-014,2000,11.0,26,13,14,9,3,8,12,66.7,4,9,1,8,11,37,39,1,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Walker Zimmerman,us USA,DF,Nashville SC,31-351,1993,6.9,9,7,8,1,0,5,8,62.5,3,5,4,1,9,18,56,0,Matches
