Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_DefAct,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_DefAct
Eric Miller,us USA,DF,Portland Timbers,32-111,1993,3.2,4,1.24,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Harbor Miller,us USA,DF,LA Galaxy,17-319,2007,2.7,6,2.21,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Jansen Miller,us USA,DF,Sporting KC,23-085,2002,7.5,5,0.67,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Kamal Miller,ca CAN,DF,Portland Timbers,27-355,1997,8.1,6,0.74,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Peyton Miller,us USA,"DF,FW",NE Revolution,17-356,2007,4.8,14,2.90,11,0,1,1,1,0,1,0.21,1,0,0,0,0,0,Matches
Georgi Minoungou,ci CIV,"FW,MF",Seattle Sounders,22-285,2002,3.8,20,5.23,12,0,6,1,1,0,3,0.78,2,0,1,0,0,0,Matches
Aleksei Miranchuk,ru RUS,"MF,FW",Atlanta Utd,29-201,1995,10.1,39,3.87,28,7,1,2,1,0,1,0.10,1,0,0,0,0,0,Matches
Zane Monlouis,eng ENG,DF,Toronto FC,21-202,2003,3.2,1,0.31,1,0,0,0,0,0,1,0.31,1,0,0,0,0,0,Matches
Shaq Moore,us USA,DF,FC Dallas,28-185,1996,11.0,17,1.55,11,1,0,3,1,1,2,0.18,1,0,0,1,0,0,Matches
Felipe Mora,cl CHI,FW,Portland Timbers,31-277,1993,6.7,16,2.38,12,0,0,3,1,0,2,0.30,1,0,0,0,1,0,Matches
Alfredo Morales,us USA,MF,St. Louis,34-359,1990,5.8,12,2.06,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Santi Morales,us USA,"MF,FW",Inter Miami,18-086,2007,0.2,2,8.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Maximiliano Moralez,ar ARG,MF,NYCFC,38-068,1987,10.2,47,4.62,34,7,0,3,2,1,2,0.20,0,1,0,1,0,0,Matches
Steven Moreira,cv CPV,DF,Columbus Crew,30-266,1994,7.2,15,2.08,13,0,0,1,0,1,2,0.28,2,0,0,0,0,0,Matches
Santiago Moreno,co COL,FW,Portland Timbers,25-015,2000,7.9,34,4.31,22,5,4,2,1,0,5,0.63,3,1,1,0,0,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Lewis Morgan,sct SCO,"MF,FW",NY Red Bulls,28-218,1996,1.0,3,3.00,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jordan Morris,us USA,FW,Seattle Sounders,30-192,1994,3.2,7,2.19,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Edwin Mosquera,co COL,FW,Atlanta Utd,23-313,2001,1.1,2,1.80,0,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Cole Mrowka,us USA,MF,Columbus Crew,19-030,2006,0.3,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Hany Mukhtar,de GER,"FW,MF",Nashville SC,30-046,1995,10.8,61,5.66,34,15,1,8,3,0,6,0.56,2,2,0,0,2,0,Matches
Daniel Munie,us USA,DF,SJ Earthquakes,25-085,2000,3.4,6,1.78,6,0,0,0,0,0,1,0.30,1,0,0,0,0,0,Matches
Luis Muriel,co COL,"FW,MF",Orlando City,34-020,1991,9.0,40,4.44,27,3,3,4,3,0,7,0.78,6,0,0,0,1,0,Matches
Ian Murphy,us USA,DF,Colorado Rapids,25-110,2000,5.1,5,0.97,4,1,0,0,0,0,1,0.19,1,0,0,0,0,0,Matches
Jacob Murrell,us USA,"FW,MF",D.C. United,21-038,2004,3.7,3,0.80,3,0,0,0,0,0,1,0.27,1,0,0,0,0,0,Matches
Petar Musa,hr CRO,FW,FC Dallas,27-063,1998,7.5,18,2.41,16,0,1,1,0,0,6,0.80,5,0,0,1,0,0,Matches
Daniel Musovski,us USA,FW,Seattle Sounders,29-157,1995,4.7,6,1.28,3,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
Alex Muyl,us USA,"MF,FW",Nashville SC,29-218,1995,9.2,19,2.08,13,0,1,4,0,1,1,0.11,0,0,0,1,0,0,Matches
Tristan Muyumba,,MF,Atlanta Utd,28-060,1997,4.7,13,2.79,10,0,0,2,0,1,1,0.21,1,0,0,0,0,0,Matches
Darlington Nagbe,us USA,MF,Columbus Crew,34-291,1990,9.7,13,1.34,10,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Andy Najar,hn HON,DF,Nashville SC,32-051,1993,9.1,32,3.50,31,0,1,0,0,0,4,0.44,4,0,0,0,0,0,Matches
Matheus Nascimento,br BRA,"FW,MF",LA Galaxy,21-064,2004,1.1,3,2.76,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rafael Navarro,br BRA,FW,Colorado Rapids,25-022,2000,11.0,39,3.55,25,0,2,5,5,2,7,0.64,4,0,0,1,2,0,Matches
Logan Ndenbe,be BEL,DF,Sporting KC,25-086,2000,9.1,11,1.21,9,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Jalen Neal,us USA,DF,CF Montréal,21-255,2003,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dylan Nealis,us USA,DF,NY Red Bulls,26-280,1998,6.7,13,1.93,8,0,1,0,4,0,1,0.15,0,0,0,0,1,0,Matches
Sean Nealis,us USA,DF,NY Red Bulls,28-113,1997,8.0,4,0.50,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Franco Negri,ar ARG,DF,San Diego FC,30-075,1995,4.5,7,1.56,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jayden Nelson,ca CAN,FW,Vancouver W'caps,22-222,2002,4.4,25,5.73,10,0,6,4,5,0,6,1.37,5,0,1,0,0,0,Matches
John Nelson,us USA,DF,LA Galaxy,26-299,1998,6.3,7,1.11,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jean-Claude Ngando,cm CMR,"MF,FW",Vancouver W'caps,25-167,1999,6.7,30,4.50,24,1,1,3,0,1,5,0.75,4,0,0,0,0,1,Matches
Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Serge Ngoma,us USA,"FW,DF",NY Red Bulls,19-301,2005,2.9,3,1.03,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Joakim Nilsson,se SWE,"DF,MF",St. Louis,31-089,1994,1.5,3,2.03,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nolan Norris,us USA,DF,FC Dallas,20-078,2005,4.3,3,0.70,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Tsiki Ntsabeleng,za RSA,MF,FC Dallas,27-086,1998,2.1,3,1.45,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Obinna Nwobodo,ng NGA,MF,FC Cincinnati,28-158,1996,4.9,8,1.63,6,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin O'Toole,us USA,DF,NYCFC,26-143,1998,8.2,11,1.34,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Allen Obando,ec ECU,FW,Inter Miami,18-327,2006,1.3,1,0.79,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Jáder Obrian,co COL,"MF,FW",Austin,29-353,1995,4.3,12,2.76,9,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Édier Ocampo,co COL,DF,Vancouver W'caps,21-215,2003,6.6,15,2.29,9,1,1,1,3,0,1,0.15,1,0,0,0,0,0,Matches
Agustin Ojeda,ar ARG,FW,NYCFC,20-321,2004,4.7,10,2.15,6,0,1,2,0,1,0,0.00,0,0,0,0,0,0,Matches
Braian Ojeda,py PAR,MF,Real Salt Lake,24-313,2000,9.8,25,2.55,19,0,1,2,2,1,1,0.10,0,0,0,1,0,0,Matches
Martín Ojeda,ar ARG,"MF,FW",Orlando City,26-160,1998,8.9,55,6.20,38,11,2,3,0,1,5,0.56,3,1,1,0,0,0,Matches
Tani Oluwaseyi,ca CAN,FW,Minnesota Utd,24-356,2000,9.1,21,2.30,15,0,0,3,2,1,3,0.33,3,0,0,0,0,0,Matches
Wyatt Omsberg,us USA,DF,NE Revolution,29-227,1995,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kwadwo Opoku,gh GHA,"FW,MF",CF Montréal,23-297,2001,1.6,1,0.64,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nathan Ordaz,sv SLV,FW,LAFC,21-114,2004,6.1,15,2.45,13,0,0,1,1,0,2,0.33,1,0,0,1,0,0,Matches
Sergio Oregel,us USA,MF,Chicago Fire,19-355,2005,9.2,22,2.40,21,0,0,1,0,0,1,0.11,1,0,0,0,0,0,Matches
Luca Orellano,ar ARG,"FW,MF",FC Cincinnati,25-045,2000,7.9,34,4.30,18,7,4,4,1,0,3,0.38,2,0,1,0,0,0,Matches
Prince Osei Owusu,de GER,FW,CF Montréal,28-119,1997,10.3,17,1.65,13,0,2,1,0,1,2,0.19,1,0,1,0,0,0,Matches
Harold Osorio,sv SLV,MF,Chicago Fire,21-259,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jonathan Osorio,ca CAN,MF,Toronto FC,32-328,1992,9.0,16,1.79,12,1,0,1,1,1,1,0.11,1,0,0,0,0,0,Matches
Tomáš Ostrák,cz CZE,"MF,DF",St. Louis,25-090,2000,2.4,9,3.68,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Javier Otero,ve VEN,GK,Orlando City,22-169,2002,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Devin Padelford,us USA,DF,Minnesota Utd,22-123,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Maarten Paes,id IDN,GK,FC Dallas,26-357,1998,10.0,1,0.10,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Joseph Paintsil,gh GHA,FW,LA Galaxy,27-094,1998,4.8,16,3.30,7,1,5,1,2,0,1,0.21,1,0,0,0,0,0,Matches
Nelson Palacio,co COL,MF,Real Salt Lake,23-324,2001,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jeison Palacios,co COL,DF,Nashville SC,31-047,1994,4.0,3,0.75,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Sergi Palencia,es ESP,"DF,MF",LAFC,29-044,1996,9.3,13,1.40,13,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
James Pantemis,ca CAN,GK,Portland Timbers,28-074,1997,9.0,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Cristhian Paredes,py PAR,MF,Portland Timbers,26-353,1998,1.3,5,3.81,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Isaiah Parente,us USA,MF,LA Galaxy,25-051,2000,5.9,11,1.85,9,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Tim Parker,us USA,DF,NY Red Bulls,32-072,1993,2.6,3,1.15,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
