,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
649,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
650,626,Omar Valencia,pa PAN,DF,NY Red Bulls,20-319,2004,5.1,11,2.14,7,4,0,0,0,0,2,0.39,2,0,0,0,0,0,Matches
651,627,Gerardo Valenzuela,us USA,MF,FC Cincinnati,20-207,2004,1.0,3,3.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
652,628,Kerwin Vargas,co COL,"MF,FW",Charlotte,23-111,2002,4.2,11,2.64,6,1,2,1,1,0,1,0.24,0,0,0,1,0,0,Matches
653,629,Obed Vargas,mx MEX,MF,Seattle Sounders,19-261,2005,6.8,29,4.24,21,0,2,2,2,2,3,0.44,2,0,1,0,0,0,Matches
654,630,Indiana Vassilev,us USA,MF,Philadelphia Union,24-066,2001,4.3,15,3.52,13,1,0,0,0,1,1,0.23,1,0,0,0,0,0,Matches
655,631,Brandon Vazquez,us USA,FW,Austin,26-191,1998,8.7,18,2.08,10,0,3,3,2,0,3,0.35,1,0,1,0,1,0,Matches
656,632,Brayan Vera,co COL,DF,Real Salt Lake,26-098,1999,6.5,4,0.62,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
657,633,Oscar Verhoeven,us USA,MF,SJ Earthquakes,18-327,2006,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
658,634,Ranko Veselinović,rs SRB,DF,Vancouver W'caps,26-030,1999,9.0,11,1.22,9,0,0,2,0,0,1,0.11,0,0,0,1,0,0,Matches
659,635,Jules-Anthony Vilsaint,ca CAN,"FW,MF",CF Montréal,22-107,2003,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
660,636,Sam Vines,us USA,DF,Colorado Rapids,25-327,1999,2.2,1,0.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
661,637,Pedro Vite,ec ECU,"MF,FW",Vancouver W'caps,23-045,2002,6.8,31,4.57,25,3,0,2,1,0,5,0.74,4,1,0,0,0,0,Matches
662,638,Robert Voloder,ba BIH,DF,Sporting KC,23-349,2001,4.5,1,0.22,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
663,639,Giacomo Vrioni,al ALB,MF,CF Montréal,26-190,1998,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
664,640,Kai Wagner,de GER,DF,Philadelphia Union,28-067,1997,7.0,28,4.00,17,10,1,0,0,0,8,1.14,5,2,1,0,0,0,Matches
665,641,Conrad Wallem,no NOR,"DF,MF",St. Louis,24-318,2000,7.7,16,2.07,10,1,0,4,1,0,1,0.13,1,0,0,0,0,0,Matches
666,642,Joel Waterman,ca CAN,DF,CF Montréal,29-089,1996,7.4,7,0.94,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
667,643,Akil Watts,us USA,"MF,DF",St. Louis,25-078,2000,7.2,10,1.40,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
668,644,Marcelo Weigandt,ar ARG,DF,Inter Miami,25-102,2000,1.8,3,1.63,3,0,0,0,0,0,1,0.54,1,0,0,0,0,0,Matches
669,645,Francis Westfield,us USA,DF,Philadelphia Union,19-135,2005,6.7,16,2.38,12,1,1,0,1,1,3,0.45,3,0,0,0,0,0,Matches
670,646,Ashley Westwood,eng ENG,MF,Charlotte,35-022,1990,9.0,13,1.44,11,2,0,0,0,0,2,0.22,1,1,0,0,0,0,Matches
671,647,Brian White,us USA,FW,Vancouver W'caps,29-079,1996,7.9,16,2.02,11,0,0,2,3,0,0,0.00,0,0,0,0,0,0,Matches
672,648,Adrian Wibowo,us USA,FW,LAFC,19-096,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
673,649,Derrick Williams,ie IRL,DF,Atlanta Utd,32-096,1993,5.1,3,0.59,2,1,0,0,0,0,1,0.20,0,1,0,0,0,0,Matches
674,650,Samuel Williams,us USA,MF,Chicago Fire,20-036,2005,2.6,1,0.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
675,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
676,651,Thomas Williams,us USA,DF,Orlando City,20-251,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
677,652,Eryk Williamson,us USA,"MF,FW",Charlotte,27-316,1997,1.8,6,3.35,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
678,653,Joe Willis,us USA,GK,Nashville SC,36-256,1988,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
679,654,Bruno Wilson,pt POR,DF,SJ Earthquakes,28-117,1996,8.0,6,0.75,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
680,655,Henry Wingo,us USA,DF,Toronto FC,29-201,1995,2.5,3,1.22,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
681,656,Hannes Wolf,at AUT,"FW,MF",NYCFC,26-007,1999,8.4,20,2.37,15,2,1,2,0,0,2,0.24,2,0,0,0,0,0,Matches
682,657,Owen Wolff,us USA,"MF,FW",Austin,20-114,2004,8.3,28,3.39,17,10,0,0,1,0,3,0.36,0,3,0,0,0,0,Matches
683,658,Tyler Wolff,us USA,"FW,MF",Real Salt Lake,22-069,2003,2.3,6,2.63,3,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
684,659,Elijah Wynder,us USA,MF,LA Galaxy,22-044,2003,2.5,5,1.98,5,0,0,0,0,0,1,0.40,1,0,0,0,0,0,Matches
685,660,Miki Yamane,jp JPN,DF,LA Galaxy,31-122,1993,5.3,12,2.26,11,0,0,0,0,1,3,0.57,3,0,0,0,0,0,Matches
686,661,Dominik Yankov,bg BUL,MF,CF Montréal,24-269,2000,0.1,2,16.36,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
687,662,Darren Yapi,us USA,"FW,MF",Colorado Rapids,20-155,2004,1.9,4,2.12,2,0,0,0,1,1,1,0.53,0,0,0,0,1,0,Matches
688,663,Joshua Yaro,gh GHA,DF,St. Louis,30-156,1994,5.3,2,0.38,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
689,664,Patrick Yazbek,au AUS,MF,Nashville SC,23-018,2002,4.3,7,1.61,7,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
690,665,Kelvin Yeboah,it ITA,FW,Minnesota Utd,24-352,2000,7.9,20,2.55,16,0,1,2,1,0,1,0.13,1,0,0,0,0,0,Matches
691,666,Yaw Yeboah,gh GHA,"MF,FW",LAFC,28-026,1997,3.2,5,1.54,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
692,667,DeAndre Yedlin,us USA,DF,FC Cincinnati,31-288,1993,7.8,13,1.67,12,0,0,0,1,0,1,0.13,1,0,0,0,0,0,Matches
693,668,Maya Yoshida,jp JPN,DF,LA Galaxy,36-242,1988,5.8,7,1.20,7,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
694,669,Jackson Yueill,us USA,MF,NE Revolution,28-035,1997,4.2,7,1.66,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
695,670,Alhassan Yusuf,ng NGA,"MF,FW",NE Revolution,24-279,2000,7.9,21,2.65,20,1,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
696,671,Wilfried Zaha,ci CIV,"FW,MF",Charlotte,32-164,1992,7.0,26,3.72,18,0,4,0,4,0,1,0.14,0,0,0,0,1,0,Matches
697,672,Eriq Zavaleta,sv SLV,DF,LA Galaxy,32-264,1992,1.4,1,0.71,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
698,673,Sean Zawadzki,us USA,"DF,MF",Columbus Crew,25-002,2000,9.0,14,1.56,11,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches
699,674,Walker Zimmerman,us USA,DF,Nashville SC,31-339,1993,6.9,11,1.60,7,0,0,3,1,0,2,0.29,1,0,0,1,0,0,Matches
700,675,Philip Zinckernagel,dk DEN,FW,Chicago Fire,30-128,1994,6.5,31,4.79,19,7,3,0,1,1,3,0.46,2,0,0,0,0,1,Matches
701,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
702,676,Rida Zouhir,ca CAN,"MF,FW",D.C. United,21-151,2003,0.8,4,5.07,2,2,0,0,0,0,1,1.27,1,0,0,0,0,0,Matches
